cap_shape,cap_surface,cap_colour,bruises,odour,gill_attachment,gill_spacing,gill_size,gill_colour,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_colour_above_ring,stalk_colour_below_ring,veil_type,veil_colour,ring_number,ring_type,spore_print_colour,population,habitat,classification
flat,smooth,pink,yes,none,free,close,broad,red,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,smooth,pink,yes,none,free,close,broad,red,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,scaly,red,yes,none,free,close,broad,red,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,scaly,red,yes,none,free,close,broad,red,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,scaly,red,yes,none,free,close,broad,red,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,smooth,red,yes,none,free,close,broad,red,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,smooth,red,yes,none,free,close,broad,red,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,smooth,red,yes,none,free,close,broad,red,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,scaly,brown,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,scaly,brown,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,scaly,brown,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,smooth,brown,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,smooth,brown,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,smooth,brown,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,scaly,buff,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,scaly,buff,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,scaly,buff,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,smooth,buff,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,smooth,buff,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,smooth,buff,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,scaly,pink,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,scaly,pink,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,scaly,pink,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,smooth,pink,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,smooth,pink,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,smooth,pink,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,scaly,red,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,scaly,red,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,scaly,red,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,smooth,red,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
flat,smooth,red,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
knobbed,smooth,red,yes,none,free,close,broad,white,enlarging,<missing>,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,edible
convex,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,grey,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,grey,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,grey,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,grey,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,grey,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,grey,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,grey,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,grey,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,grey,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,grey,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,grey,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,grey,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,grey,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,grey,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,grey,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,grey,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,grey,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,grey,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,grey,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,grey,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,grey,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,grey,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,grey,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,grey,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,grey,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,scaly,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,fibrous,grey,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
flat,fibrous,grey,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
convex,scaly,grey,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,grey,partial,white,1,pendant,black,several,woods,edible
